[23:55:17] === france ===
OSM_DATA_ROOT = /Volumes/Seagate M3/osm-polygon-to-wikipedia-articles
SAMPLES_ROOT  = /Users/noeflandre/osm-polygon-to-wikipedia-articles/data/samples
countries     = 1
per-step timeout: 3600s

=== france ===
  source: /Volumes/Seagate M3/osm-polygon-to-wikipedia-articles/france.parquet
wrote 63019 polygons from 1 countries -> /Volumes/Seagate M3/osm-polygon-to-wikipedia-articles/france.parquet
pre-filter (--only-wikidata): 63019 -> 919 rows

919 polygons with wikidata=*
  matched:           356
  no en sitelink:    407
  no sitelinks:      156
  Q110360663 (france/way/31368802) -> no_sitelinks: (no article)  [body: 0 chars]
  Q1799604 (france/way/38774284) -> matched: Lac Noir (Vosges)  [body: 100 chars]
  Q2972449 (france/way/39580610) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q3364199 (france/way/39595540) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q110341796 (france/way/45401174) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q110331051 (france/way/46003490) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q18745376 (france/way/46474488) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q15725039 (france/way/49494632) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q3364151 (france/way/50320188) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q3215264 (france/way/51794652) -> matched: Lac Vert (Vosges)  [body: 98 chars]
  Q676411 (france/way/51798506) -> matched: Fessenheim Nuclear Power Plant  [body: 13651 chars]
  Q3135922 (france/way/52541300) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q799100 (france/way/53394890) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q18745374 (france/way/54091710) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q3457559 (france/way/55389704) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q1535831 (france/relation/97071) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q159144 (france/way/66153434) -> matched: Europa-Park  [body: 27811 chars]
  Q220064 (france/way/67269518) -> matched: Mulhouse Zoological and Botanical Park  [body: 3512 chars]
  Q1301370 (france/way/70152258) -> matched: Fort Rapp  [body: 873 chars]
  Q3145261 (france/way/81334328) -> matched: Hôpital civil, Strasbourg  [body: 4083 chars]
  Q1996444 (france/way/81806642) -> no_sitelinks: (no article)  [body: 0 chars]
  Q22691936 (france/way/82836292) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q1433757 (france/way/84038886) -> matched: Mulhouse–Habsheim Airfield  [body: 772 chars]
  Q49330157 (france/way/87690464) -> no_lang_sitelink: (no article)  [body: 0 chars]
  Q1165367 (france/way/87693060) -> matched: Strasbourg Airport  [body: 2782 chars]
  Q2875491 (france/way/88344138) -> matched: Haguenau Airport  [body: 5917 chars]
  Q3552617 (france/way/92782068) -> matched: Stellantis Mulhouse Plant  [body: 3068 chars]
  Q120322102 (france/way/92868216) -> no_sitelinks: (no article)  [body: 0 chars]
  Q21351 (france/relation/736107) -> matched: Ringeldorf  [body: 292 chars]
